timestamp,node_id,live_model_version,live_prediction,live_confidence,live_confirmed,live_confirmed_fault,shadow_model_version,shadow_prediction,shadow_confidence,shadow_confirmed,shadow_confirmed_fault,agreement
2026-09-13T10:35:58.904876+00:00,AWS_001,V3,normal,0.8878149390220642,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:35:58.750908+00:00,AWS_002,V5,normal,0.9999427795410156,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:35:58.109007+00:00,AWS_003,V5,normal,0.9998119473457336,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:00.900580+00:00,AWS_001,V3,normal,0.6674915552139282,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:00.734942+00:00,AWS_002,V5,normal,0.9999649524688721,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:00.105075+00:00,AWS_003,V5,normal,0.9999765157699585,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:02.829376+00:00,AWS_001,V3,normal,0.6608409881591797,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:02.565662+00:00,AWS_002,V5,normal,0.9999594688415527,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:02.091154+00:00,AWS_003,V5,normal,0.999968409538269,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:08.112179+00:00,AWS_001,V3,normal,0.827082097530365,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:07.582959+00:00,AWS_002,V5,normal,0.9998979568481445,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:08.373405+00:00,AWS_003,V5,normal,0.9985387325286865,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:08.974279+00:00,AWS_001,V3,normal,0.9319913387298584,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:08.601698+00:00,AWS_002,V5,normal,0.9994251728057861,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:10.328430+00:00,AWS_003,V5,normal,0.9991337656974792,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:11.371966+00:00,AWS_001,V3,normal,0.9428853988647461,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:10.770589+00:00,AWS_002,V5,normal,0.9998830556869507,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:12.289967+00:00,AWS_003,V5,normal,0.9998311996459961,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:12.957204+00:00,AWS_001,V3,normal,0.9455429911613464,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:12.721322+00:00,AWS_002,V5,normal,0.9999580383300781,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:14.221873+00:00,AWS_003,V5,normal,0.998619556427002,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:15.052340+00:00,AWS_001,V3,normal,0.9297492504119873,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:14.627526+00:00,AWS_002,V5,normal,0.9998993873596191,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:16.306454+00:00,AWS_003,V5,normal,0.9990382194519043,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:17.026654+00:00,AWS_001,V3,normal,0.9548627734184265,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:16.725904+00:00,AWS_002,V5,normal,0.9999071359634399,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:18.291151+00:00,AWS_003,V5,normal,0.9978479146957397,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:19.038679+00:00,AWS_001,V3,normal,0.9653998017311096,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:18.722154+00:00,AWS_002,V5,normal,0.999958872795105,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:20.309992+00:00,AWS_003,V5,normal,0.9781810641288757,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:21.055481+00:00,AWS_001,V3,normal,0.9640092253684998,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:22.792680+00:00,AWS_002,V5,normal,0.9998941421508789,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:22.278747+00:00,AWS_003,V5,normal,0.9944861531257629,False,,V6_2_RECOVERY_AWARE,,,False,,
2026-09-13T10:36:23.135114+00:00,AWS_001,V3,normal,0.9603371024131775,False,,V6_2_RECOVERY_AWARE,normal,0.8547468781471252,False,,True
