timestamp,node_id,ds18b20_temperature_c,dht22_temperature_c,dht22_humidity_pct,bmp280_temperature_c,bmp280_pressure_hpa,condition
2026-09-10T19:31:10.351977,AWS_003,26.69,27.2,93.9,27.12,946.21,normal
2026-09-10T19:31:12.403709,AWS_003,26.69,27.2,94.0,27.13,946.21,normal
2026-09-10T19:31:14.386643,AWS_003,26.69,27.2,93.9,27.13,946.2,normal
2026-09-10T19:31:16.404893,AWS_003,26.75,27.1,93.9,27.14,946.2,normal
2026-09-10T19:31:18.444331,AWS_003,26.69,27.2,93.8,27.14,946.2,normal
2026-09-10T19:31:20.522341,AWS_003,26.69,27.2,93.9,27.15,946.2,normal
2026-09-10T19:31:22.476301,AWS_003,26.69,27.2,93.8,27.15,946.2,normal
2026-09-10T19:31:24.476096,AWS_003,26.75,27.2,93.7,27.16,946.2,normal
2026-09-10T19:31:26.493161,AWS_003,26.69,27.2,93.8,27.16,946.2,normal
2026-09-10T19:31:28.511408,AWS_003,26.75,27.2,93.7,27.16,946.2,normal
2026-09-10T19:31:30.529165,AWS_003,26.69,27.2,93.6,27.17,946.2,normal
2026-09-10T19:31:32.547054,AWS_003,26.75,27.2,93.6,27.17,946.2,normal
2026-09-10T19:31:34.565086,AWS_003,26.75,27.2,93.6,27.17,946.2,normal
2026-09-10T19:31:36.583080,AWS_003,26.75,27.3,93.5,27.17,946.2,normal
2026-09-10T19:31:38.600273,AWS_003,26.69,27.3,93.5,27.17,946.2,normal
2026-09-10T19:31:40.617558,AWS_003,26.75,27.2,93.5,27.18,946.2,normal
2026-09-10T19:31:42.635919,AWS_003,26.69,27.3,93.5,27.18,946.2,normal
2026-09-10T19:31:44.653923,AWS_003,26.75,27.3,93.5,27.18,946.2,normal
2026-09-10T19:31:46.977764,AWS_003,26.75,27.3,93.4,27.18,946.2,normal
2026-09-10T19:31:48.689232,AWS_003,26.75,27.3,93.4,27.19,946.2,normal
2026-09-10T19:31:50.708085,AWS_003,26.75,27.3,93.4,27.19,946.2,normal
2026-09-10T19:31:52.725129,AWS_003,26.75,27.3,93.7,27.19,946.2,normal
2026-09-10T19:31:54.740779,AWS_003,26.75,27.3,93.9,27.19,946.2,normal
2026-09-10T19:31:56.758685,AWS_003,26.75,27.2,93.3,27.2,946.2,normal
2026-09-10T19:31:58.776933,AWS_003,26.75,27.3,93.7,27.2,946.21,normal
2026-09-10T19:32:00.795390,AWS_003,26.75,27.3,93.3,27.2,946.21,normal
2026-09-10T19:32:02.813671,AWS_003,26.75,27.3,93.8,27.2,946.21,normal
2026-09-10T19:32:04.831724,AWS_003,26.75,27.3,93.6,27.21,946.21,normal
2026-09-10T19:32:06.848807,AWS_003,26.75,27.3,93.7,27.21,946.21,normal
